,names,posFtNegLbl,posFtPosLbl,negFtNegLbl,negFtPosLbl,elseCase,timing
1354,'CALMANTI E SONNO',1,1,2207,224,0,0.0008418560028076172
1355,'CANDESARTAN',3,0,2205,225,0,0.0008180141448974609
1356,'CANRENOATO DI POTASSIO',3,2,2205,223,0,0.0008330345153808594
1357,'CANRENONE',17,7,2191,218,0,0.000843048095703125
1358,'CARBAMAZEPINA',5,0,2203,225,0,0.0008909702301025391
1359,'CARBOCISTEINA',11,2,2197,223,0,0.0008699893951416016
1360,'CARBOIDRATI',4,1,2204,224,0,0.0008342266082763672
1361,'CARTEOLOLO',2,0,2206,225,0,0.0008146762847900391
1362,'CARVEDILOLO',10,5,2198,220,0,0.0008552074432373047
1363,'CEFAZOLINA',3,0,2205,225,0,0.0008261203765869141
1364,'CEFDITOREN',0,1,2208,224,0,0.000885009765625
1365,'CEFIXIMA',15,1,2193,224,0,0.0008540153503417969
1366,'CEFOTAXIMA',1,0,2207,225,0,0.0008292198181152344
1367,'CEFPODOXIMA',13,0,2195,225,0,0.0008547306060791016
1368,'CEFTAZIDIMA',2,0,2206,225,0,0.0008192062377929688
1369,'CEFTRIAXONE',14,3,2194,222,0,0.0008139610290527344
1370,'CEFUROXIMA',2,0,2206,225,0,0.0008230209350585938
1371,'CELECOXIB',1,0,2207,225,0,0.0008273124694824219
1372,'CETIRIZINA',14,1,2194,224,0,0.0008356571197509766
1373,'CIANOCOBALAMINA',8,2,2200,223,0,0.0008261203765869141
1374,'CICLOSPORINA',2,0,2206,225,0,0.000823974609375
1375,'CINNARIZINA',2,1,2206,224,0,0.0008230209350585938
1376,'CIPROFLOXACINA',75,15,2133,210,0,0.0008389949798583984
1377,'CIPROTERONE',3,0,2205,225,0,0.0008428096771240234
1378,'CIRCOLAZIONE',1,0,2207,225,0,0.0008208751678466797
1379,'CITALOPRAM',7,0,2201,225,0,0.0008161067962646484
1380,'CITICOLINA',5,0,2203,225,0,0.000823974609375
1381,'CLARITROMICINA',18,2,2190,223,0,0.0008208751678466797
1382,'CLINDAMICINA',2,0,2206,225,0,0.0008227825164794922
1383,'CLISMI E MICROCLISMI RETTALI',1,1,2207,224,0,0.0008130073547363281
1384,'CLOBETASOLO',1,1,2207,224,0,0.0008330345153808594
1385,'CLOMIPRAMINA',6,2,2202,223,0,0.0008370876312255859
1386,'CLONAZEPAM',6,2,2202,223,0,0.0008299350738525391
1387,'CLOPIDOGREL',33,6,2175,219,0,0.0008220672607421875
1388,'CLORMADINONE ED ETINILESTRADIOLO',2,0,2206,225,0,0.0008220672607421875
1389,'CLORTETRACICLINA',24,1,2184,224,0,0.0008170604705810547
1390,'CLOTRIMAZOLO',6,2,2202,223,0,0.0008249282836914062
1391,'CODEINA',4,1,2204,224,0,0.0008280277252197266
1392,'CODEINA ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',1,0,2207,225,0,0.0008220672607421875
1393,'CODEINA E PARACETAMOLO',32,6,2176,219,0,0.0008409023284912109
1394,'COLCHICINA',3,0,2205,225,0,0.0008208751678466797
1395,'COLECALCIFEROLO',119,14,2089,211,0,0.0008440017700195312
1396,'COLINA ALFOSCERATO',1,0,2207,225,0,0.0008320808410644531
1397,'COLISTINA',1,0,2207,225,0,0.0008490085601806641
1398,'COLLUTORI/GENGIVARI',1,0,2207,225,0,0.0008549690246582031
1399,'CONDROITINSOLFATO',1,0,2207,225,0,0.0008382797241210938
1400,'DABIGATRAN ETEXILATO',3,0,2205,225,0,0.0008428096771240234
1401,'DARBEPOETINA ALFA',1,1,2207,224,0,0.0011610984802246094
1402,'DENOSUMAB',1,0,2207,225,0,0.0008230209350585938
1403,'DERIVATI BENZODIAZEPINICI',12,0,2196,225,0,0.0008327960968017578
1404,'DESAMETASONE',10,1,2198,224,0,0.0008249282836914062
1405,'DESAMETASONE ED ANTIMICROBICI',41,5,2167,220,0,0.0008361339569091797
1406,'DESLORATADINA',1,0,2207,225,0,0.0008308887481689453
1407,'DEXIBUPROFENE',8,0,2200,225,0,0.000827789306640625
1408,'DEXKETOPROFENE',1,0,2207,225,0,0.0008661746978759766
1409,'DIAZEPAM',2,1,2206,224,0,0.0008299350738525391
1410,'DICLOFENAC',47,8,2161,217,0,0.0008180141448974609
1411,'DIENOGEST E ETINILESTRADIOLO',2,0,2206,225,0,0.0008330345153808594
1412,'DIENOGEST ED ESTRADIOLO',5,0,2203,225,0,0.0008139610290527344
1413,'DIGOSSINA',7,4,2201,221,0,0.0008330345153808594
1414,'DILTIAZEM',2,1,2206,224,0,0.0008449554443359375
1415,'DIMETILFUMARATO',1,0,2207,225,0,0.0008299350738525391
1416,'DIOSMECTITE',1,1,2207,224,0,0.0008249282836914062
1417,'DIOSMINA ASSOCIAZIONI',13,3,2195,222,0,0.0008270740509033203
1418,'DOMPERIDONE',7,1,2201,224,0,0.0008130073547363281
1419,'DONEPEZIL',2,0,2206,225,0,0.0008199214935302734
1420,'DOXAZOSIN',11,6,2197,219,0,0.0008249282836914062
1421,'DOXICICLINA',3,0,2205,225,0,0.0008139610290527344
1422,'DRENANTI',0,1,2208,224,0,0.0008242130279541016
1423,'DROSPIRENONE ED ETINILESTRADIOLO',6,0,2202,225,0,0.0008189678192138672
1424,'DULOXETINA',2,0,2206,225,0,0.0008480548858642578
1425,'DUTASTERIDE',29,7,2179,218,0,0.0008141994476318359
1426,'EBASTINA',6,1,2202,224,0,0.0008220672607421875
1427,'ECONAZOLO',7,0,2201,225,0,0.0008378028869628906
1428,'EDOXABAN',1,0,2207,225,0,0.0008220672607421875
1429,'ELETTROLITI',37,8,2171,217,0,0.0008261203765869141
1430,'EMORROIDI',2,0,2206,225,0,0.0008189678192138672
1431,'ENALAPRIL',5,3,2203,222,0,0.0008187294006347656
1432,'ENALAPRIL E DIURETICI',2,1,2206,224,0,0.0008482933044433594
1433,'ENALAPRIL E LERCANIDIPINA',3,0,2205,225,0,0.0008339881896972656
1434,'ENOXAPARINA',59,13,2149,212,0,0.0008189678192138672
1435,'ENZIMI',3,0,2205,225,0,0.0008339881896972656
1436,'EPARINA',4,0,2204,225,0,0.0008189678192138672
1437,'EPARINICI',3,2,2205,223,0,0.0008230209350585938
1438,'EPERISONE',8,3,2200,222,0,0.0008158683776855469
1439,'ERITROPOIETINA',3,0,2205,225,0,0.0008242130279541016
1440,'ESCITALOPRAM',24,1,2184,224,0,0.0008268356323242188
1441,'ESOMEPRAZOLO',31,3,2177,222,0,0.0008370876312255859
1442,'ESTRADIOLO',1,0,2207,225,0,0.0008120536804199219
1443,'ESTRIOLO',1,0,2207,225,0,0.0008287429809570312
1444,'ETIZOLAM',3,0,2205,225,0,0.0008342266082763672
1445,'ETORICOXIB',31,7,2177,218,0,0.0008230209350585938
1446,'EXEMESTANE',1,0,2207,225,0,0.0008289813995361328
1447,'EZETIMIBE',7,0,2201,225,0,0.0008251667022705078
1448,'FAMCICLOVIR',1,0,2207,225,0,0.0008237361907958984
1449,'FARMACI PER LA FREQUENZA URINARIA E LINCONTINENZA',1,0,2207,225,0,0.0008230209350585938
1450,'FEBUXOSTAT',4,3,2204,222,0,0.0008399486541748047
1451,'FELODIPINA',2,0,2206,225,0,0.0008220672607421875
1452,'FENOBARBITAL',4,1,2204,224,0,0.000843048095703125
1453,'FENOFIBRATO',1,0,2207,225,0,0.0008270740509033203
1454,'FENTANIL',1,0,2207,225,0,0.0008320808410644531
1455,'FENTICONAZOLO',2,0,2206,225,0,0.0008149147033691406
1456,'FERMENTI LATTICI',23,5,2185,220,0,0.0008330345153808594
1457,'FERRO IN ASSOCIAZIONE CON ACIDO FOLICO',1,0,2207,225,0,0.0008220672607421875
1458,'FERRO TRIVALENTE',3,1,2205,224,0,0.000820159912109375
1459,'FERROSO SOLFATO',42,6,2166,219,0,0.0008261203765869141
1460,'FEXOFENADINA',1,0,2207,225,0,0.0008227825164794922
1461,'FILGRASTIM',1,0,2207,225,0,0.0008270740509033203
1462,'FINASTERIDE',5,2,2203,223,0,0.0008349418640136719
1463,'FITOMENADIONE',1,0,2207,225,0,0.0008399486541748047
1464,'FLECAINIDE',2,0,2206,225,0,0.0008351802825927734
1465,'FLOROGLUCINOLO',1,0,2207,225,0,0.000827789306640625
1466,'FLUCONAZOLO',17,1,2191,224,0,0.0008351802825927734
1467,'FLUNARIZINA',3,0,2205,225,0,0.0008149147033691406
1468,'FLUNISOLIDE',43,2,2165,223,0,0.0008409023284912109
1469,'FLUOXETINA',10,1,2198,224,0,0.0008299350738525391
1470,'FLURBIPROFENE',5,1,2203,224,0,0.0008292198181152344
1471,'FLUTICASONE',7,0,2201,225,0,0.0008349418640136719
1472,'FLUTICASONE FUROATO',5,0,2203,225,0,0.0008261203765869141
1473,'FONDAPARINUX',1,1,2207,224,0,0.0008270740509033203
1474,'FORMOTEROLO',1,0,2207,225,0,0.0008208751678466797
1475,'FORMOTEROLO E BECLOMETASONE',5,1,2203,224,0,0.0008313655853271484
1476,'FORMOTEROLO E BUDESONIDE',15,0,2193,225,0,0.0008389949798583984
1477,'FORMOTEROLO E FLUTICASONE',2,0,2206,225,0,0.0008299350738525391
1478,'FOSFOMICINA',14,2,2194,223,0,0.0008189678192138672
1479,'FOSINOPRIL',3,0,2205,225,0,0.0008261203765869141
1480,'FROVATRIPTAN',4,0,2204,225,0,0.0008449554443359375
1481,'FUROSEMIDE',56,21,2152,204,0,0.0008299350738525391
1482,'FUROSEMIDE E FARMACI RISPARMIATORI DI POTASSIO',7,3,2201,222,0,0.000823974609375
1483,'GABAPENTIN',0,1,2208,224,0,0.0008270740509033203
1484,'GEMFIBROZIL',3,0,2205,225,0,0.0008249282836914062
1485,'GENTAMICINA',7,1,2201,224,0,0.0008230209350585938
1486,'GESTODENE ED ETINILESTRADIOLO',4,0,2204,225,0,0.0008361339569091797
1487,'GLICOPIRRONIO BROMURO',1,0,2207,225,0,0.0008420944213867188
1488,'GLUCOSAMINA',1,0,2207,225,0,0.0008327960968017578
1489,'GLUTATIONE',2,0,2206,225,0,0.0008211135864257812
1490,'GOLA',1,0,2207,225,0,0.0008370876312255859
1491,'GOLIMUMAB',1,0,2207,225,0,0.0008420944213867188
1492,'GONADOTROPINA CORIONICA',1,0,2207,225,0,0.0008187294006347656
1493,'GONADOTROPINA UMANA DELLA MENOPAUSA (MENOTROPINA)',1,0,2207,225,0,0.0008451938629150391
1494,'IBUPROFENE',86,8,2122,217,0,0.0008261203765869141
1495,'IDROCLOROTIAZIDE',1,0,2207,225,0,0.0008258819580078125
1496,'IDROCLOROTIAZIDE E FARMACI RISPARMIATORI DI POTASSIO',18,3,2190,222,0,0.0008280277252197266
1497,'IDROXICARBAMIDE',2,0,2206,225,0,0.0008270740509033203
1498,'IDROXICLOROCHINA',3,0,2205,225,0,0.00084686279296875
1499,'IDROXOCOBALAMINA',18,7,2190,218,0,0.0008199214935302734
1500,'IMIDAZOLI/TRIAZOLI IN ASSOCIAZIONE CON CORTICOSTEROIDI',6,3,2202,222,0,0.0008151531219482422
1501,'IMMUNOGLOBULINA TETANICA',1,0,2207,225,0,0.0008242130279541016
1502,'INDACATEROLO E GLICOPIRRONIO BROMURO',1,0,2207,225,0,0.0008308887481689453
1503,'INDOBUFENE',1,0,2207,225,0,0.000823974609375
1504,'INDOMETACINA',2,0,2206,225,0,0.0008249282836914062
1505,'INVECCHIAMENTO',1,0,2207,225,0,0.0008513927459716797
1506,'IPRATROPIO BROMURO',2,0,2206,225,0,0.0008318424224853516
1507,'IRBESARTAN',7,4,2201,221,0,0.0008170604705810547
1508,'IRBESARTAN E DIURETICI',5,2,2203,223,0,0.0008158683776855469
1509,'ISOPROPAMIDE E PSICOLETTICI',5,0,2203,225,0,0.000820159912109375
1510,'ISOSORBIDE DINITRATO',2,0,2206,225,0,0.0008220672607421875
1511,'ISOSORBIDE MONONITRATO',6,7,2202,218,0,0.0008258819580078125
1512,'ISOTRETINOINA',1,0,2207,225,0,0.0008208751678466797
1513,'ITRACONAZOLO',11,0,2197,225,0,0.0008189678192138672
1514,'IVABRADINA',8,1,2200,224,0,0.0008320808410644531
1515,'KETOPROFENE',18,2,2190,223,0,0.0008192062377929688
1516,'KETOROLAC',6,1,2202,224,0,0.0008182525634765625
1517,'LACIDIPINA',2,1,2206,224,0,0.0008578300476074219
1518,'LACOSAMIDE',1,0,2207,225,0,0.0008189678192138672
1519,'LACRIME ARTIFICIALI ED ALTRI PREPARATI NEUTRI',1,0,2207,225,0,0.0008161067962646484
1520,'LAMOTRIGINA',4,0,2204,225,0,0.0008180141448974609
1521,'LANSOPRAZOLO',71,17,2137,208,0,0.0008680820465087891
1522,'LATANOPROST',3,3,2205,222,0,0.003354787826538086
1523,'LATTULOSIO',3,0,2205,225,0,0.0008382797241210938
1524,'LERCANIDIPINA',11,2,2197,223,0,0.0008347034454345703
1525,'LETROZOLO',8,0,2200,225,0,0.0008330345153808594
1526,'LEUPRORELINA',5,0,2203,225,0,0.0008370876312255859
1527,'LEVETIRACETAM',5,0,2203,225,0,0.0008318424224853516
1528,'LEVOCETIRIZINA',8,1,2200,224,0,0.0008420944213867188
1529,'LEVODOPA',2,0,2206,225,0,0.0008308887481689453
1530,'LEVODOPA ED INIBITORE DELLA DECARBOSSILASI',11,4,2197,221,0,0.0008428096771240234
1531,'LEVODROPROPIZINA',3,1,2205,224,0,0.0008368492126464844
1532,'LEVOFLOXACINA',69,11,2139,214,0,0.0008380413055419922
1533,'LEVOSULPIRIDE',52,5,2156,220,0,0.0008268356323242188
1534,'LEVOTIROXINA SODICA',93,21,2115,204,0,0.0008289813995361328
1535,'LIDOCAINA',1,0,2207,225,0,0.0008313655853271484
1536,'LIMECICLINA',1,0,2207,225,0,0.0008299350738525391
1537,'LINCOMICINA',1,0,2207,225,0,0.000843048095703125
1538,'LISINOPRIL',4,2,2204,223,0,0.0008349418640136719
1539,'LISINOPRIL E DIURETICI',2,1,2206,224,0,0.0008919239044189453
1540,'LITIO',1,1,2207,224,0,0.0008208751678466797
1541,'LOPERAMIDE',1,0,2207,225,0,0.0008270740509033203
1542,'LORATADINA',3,0,2205,225,0,0.0008213520050048828
1543,'LORAZEPAM',12,3,2196,222,0,0.0008280277252197266
1544,'LORMETAZEPAM',4,2,2204,223,0,0.0008139610290527344
1545,'LOSARTAN',5,1,2203,224,0,0.0008261203765869141
1546,'LOSARTAN E DIURETICI',1,0,2207,225,0,0.0008261203765869141
1547,'LOVASTATINA',1,0,2207,225,0,0.0008249282836914062
1548,'MACROGOL',7,1,2201,224,0,0.0008740425109863281
1549,'MACROGOL ASSOCIAZIONI',17,3,2191,222,0,0.0008339881896972656
1550,'MAGALDRATO',18,1,2190,224,0,0.0008308887481689453
1551,'MAGNESIO PIDOLATO',1,0,2207,225,0,0.0008172988891601562
1552,'MANIDIPINA',1,0,2207,225,0,0.0008149147033691406
1553,'MEBENDAZOLO',2,0,2206,225,0,0.0008130073547363281
1554,'MEFLOCHINA',0,1,2208,224,0,0.0008177757263183594
1555,'MELATONINA',1,0,2207,225,0,0.0008182525634765625
1556,'MELEVODOPA E INIBITORI DELLA DERCARBOSSILASI',2,0,2206,225,0,0.0008211135864257812
1557,'MELOXICAM',0,1,2208,224,0,0.0008356571197509766
1558,'MEMANTINA',3,0,2205,225,0,0.0008289813995361328
1559,'MESALAZINA',10,3,2198,222,0,0.0008292198181152344
1560,'METAMIZOLO SODICO',1,0,2207,225,0,0.0008320808410644531
1561,'METILERGOMETRINA',1,0,2207,225,0,0.000823974609375
1562,'METILPREDNISOLONE',16,1,2192,224,0,0.0008580684661865234
1563,'METILPREDNISOLONE ACEPONATO',34,1,2174,224,0,0.0008361339569091797
1564,'METOCLOPRAMIDE',6,0,2202,225,0,0.0008158683776855469
1565,'METOLAZONE',1,0,2207,225,0,0.0008251667022705078
1566,'METOPROLOLO',22,8,2186,217,0,0.0008246898651123047
1567,'METOTREXATO',6,1,2202,224,0,0.0008242130279541016
1568,'METRONIDAZOLO',7,3,2201,222,0,0.0008261203765869141
1569,'MICONAZOLO',1,1,2207,224,0,0.0008227825164794922
1570,'MICROORGANISMI ANTIDIARROICI',1,1,2207,224,0,0.0008349418640136719
1571,'MINERALI/VITAMINE/AMINOACIDI/PROTEINE',35,7,2173,218,0,0.0008230209350585938
1572,'MINOCICLINA',2,0,2206,225,0,0.0008220672607421875
1573,'MIRTAZAPINA',7,0,2201,225,0,0.0008287429809570312
1574,'MOMETASONE',7,1,2201,224,0,0.0008151531219482422
1575,'MONTELUKAST',4,0,2204,225,0,0.0008530616760253906
1576,'MORNIFLUMATO',0,1,2208,224,0,0.0008282661437988281
1577,'MOXIFLOXACINA',0,2,2208,223,0,0.0008339881896972656
1578,'NADROPARINA',2,1,2206,224,0,0.0008168220520019531
1579,'NAPROXENE',2,0,2206,225,0,0.0008518695831298828
1580,'NEBIVOLOLO',21,1,2187,224,0,0.0008649826049804688
1581,'NEBIVOLOLO E TIAZIDI',1,0,2207,225,0,0.0008490085601806641
1582,'NEDOCROMILE',1,0,2207,225,0,0.0008339881896972656
1583,'NEOMICINA',1,0,2207,225,0,0.0008330345153808594
1584,'NETILMICINA',1,2,2207,223,0,0.0008399486541748047
1585,'NIFEDIPINA',3,1,2205,224,0,0.0008220672607421875
1586,'NIMESULIDE',12,2,2196,223,0,0.0008211135864257812
1587,'NISTATINA',3,0,2205,225,0,0.0008358955383300781
1588,'NITRAZEPAM',1,0,2207,225,0,0.000827789306640625
1589,'NITROGLICERINA',8,1,2200,224,0,0.0008220672607421875
1590,'NOMEGESTROLO',1,0,2207,225,0,0.0008251667022705078
1591,'NOMEGESTROLO ED ESTROGENI',1,0,2207,225,0,0.0008180141448974609
1592,'NORTRIPTILINA',2,0,2206,225,0,0.0008449554443359375
1593,'OFLOXACINA',1,0,2207,225,0,0.0008199214935302734
1594,'OLANZAPINA',9,0,2199,225,0,0.0008370876312255859
1595,'OLMESARTAN MEDOXOMIL',6,2,2202,223,0,0.0008108615875244141
1596,'OLMESARTAN MEDOXOMIL E AMLODIPINA',5,1,2203,224,0,0.000820159912109375
1597,'OLMESARTAN MEDOXOMIL E DIURETICI',2,0,2206,225,0,0.0008230209350585938
1598,'OMEGA-3-TRIGLICERIDI INCLUSI ALTRI ESTERI E ACIDI',12,3,2196,222,0,0.0008199214935302734
1599,'OMEPRAZOLO',42,8,2166,217,0,0.0008242130279541016
1600,'ORGANISMI PRODUTTORI DI ACIDO LATTICO',12,3,2196,222,0,0.0008261203765869141
1601,'OVULI E CAPSULE VAGINALI',1,0,2207,225,0,0.0008137226104736328
1602,'OXAPROZINA',12,0,2196,225,0,0.0008242130279541016
1603,'OXCARBAZEPINA',1,1,2207,224,0,0.0008440017700195312
1604,'OXIBUTININA',1,1,2207,224,0,0.0008227825164794922
1605,'OXICODONE E NALOXONE',3,3,2205,222,0,0.0008213520050048828
1606,'PANTOPRAZOLO',184,44,2024,181,0,0.0008339881896972656
1607,'PARACETAMOLO',48,7,2160,218,0,0.00081634521484375
1608,'PARACETAMOLO ASSOCIAZIONI ESCLUSI GLI PSICOLETTICI',1,0,2207,225,0,0.0008246898651123047
1609,'PAROXETINA',32,1,2176,224,0,0.0008399486541748047
1610,'PENCICLOVIR',1,0,2207,225,0,0.0008401870727539062
1611,'PENTOXIFILLINA',0,1,2208,224,0,0.0008289813995361328
1612,'PERFENAZINA',2,0,2206,225,0,0.0008189678192138672
1613,'PERINDOPRIL',7,0,2201,225,0,0.0008378028869628906
1614,'PERINDOPRIL E AMLODIPINA',2,1,2206,224,0,0.0008251667022705078
1615,'PERINDOPRIL E DIURETICI',2,1,2206,224,0,0.0008249282836914062
1616,'PIPERACILLINA ED INIBITORI ENZIMATICI',0,2,2208,223,0,0.0008287429809570312
1617,'PIRACETAM',1,0,2207,225,0,0.0008361339569091797
1618,'PIRIDOSTIGMINA',0,1,2208,224,0,0.0008230209350585938
1619,'PIROXICAM',1,2,2207,223,0,0.0008490085601806641
1620,'POLIENZIMI (LIPASI',1,1,2207,224,0,0.0008258819580078125
1621,'POLIVALENTI',20,1,2188,224,0,0.0008292198181152344
1622,'POLIVITAMINICI ED ALTRI MINERALI',3,0,2205,225,0,0.0008487701416015625
1623,'POLIVITAMINICI ED ALTRI MINERALI INCLUSE LE ASSOCIAZIONI',1,1,2207,224,0,0.0008170604705810547
1624,'POTASSIO CLORURO',10,3,2198,222,0,0.0008170604705810547
1625,'POVIDONE-IODIO',1,0,2207,225,0,0.0008211135864257812
1626,'PRAMIPEXOLO',3,0,2205,225,0,0.0008258819580078125
1627,'PRAVASTATINA',2,2,2206,223,0,0.000820159912109375
1628,'PRAZEPAM',1,0,2207,225,0,0.0008180141448974609
1629,'PREDNISONE',36,5,2172,220,0,0.0008378028869628906
1630,'PREGABALIN',12,3,2196,222,0,0.0008351802825927734
1631,'PREPARATI A BASE DI DERIVATI DELLACIDO SALICILICO',2,0,2206,225,0,0.0008327960968017578
1632,'PREPARATI INDIFFERENTI',1,0,2207,225,0,0.0008351802825927734
1633,'PRODOTTI ANTIEMORROIDALI E ANTIRAGADI',1,0,2207,225,0,0.0008268356323242188
1634,'PRODOTTI PER APPARATO GASTROINTESTINALE',4,0,2204,225,0,0.0008220672607421875
1635,'PRODOTTI PER APPARATO GENITALE',6,0,2202,225,0,0.0008440017700195312
1636,'PRODOTTI PER LA CUTE',1,0,2207,225,0,0.0008211135864257812
1637,'PROGESTERONE',4,0,2204,225,0,0.0008320808410644531
1638,'PROMAZINA',10,3,2198,222,0,0.0008399486541748047
1639,'PROMESTRIENE',1,1,2207,224,0,0.0008528232574462891
1640,'PROPAFENONE',4,0,2204,225,0,0.0008409023284912109
1641,'PROPANTELINA E PSICOLETTICI',1,0,2207,225,0,0.000843048095703125
1642,'PROPRANOLOLO',3,0,2205,225,0,0.0008308887481689453
1643,'PRULIFLOXACINA',17,2,2191,223,0,0.0008292198181152344
1644,'QUETIAPINA',19,3,2189,222,0,0.0008301734924316406
1645,'QUINAPRIL',6,4,2202,221,0,0.0008358955383300781
1646,'QUINAPRIL E DIURETICI',5,0,2203,225,0,0.0008320808410644531
1647,'RABEPRAZOLO',2,0,2206,225,0,0.0008261203765869141
1648,'RAMIPRIL',108,26,2100,199,0,0.0008289813995361328
1649,'RAMIPRIL E AMLODIPINA',21,8,2187,217,0,0.0008287429809570312
1650,'RAMIPRIL E DIURETICI',21,4,2187,221,0,0.0008382797241210938
1651,'RANITIDINA',4,0,2204,225,0,0.0008308887481689453
1652,'RANOLAZINA',7,0,2201,225,0,0.0008268356323242188
1653,'RIFAXIMINA',27,5,2181,220,0,0.0008680820465087891
1654,'RISPERIDONE',5,0,2203,225,0,0.0008320808410644531
1655,'RIVAROXABAN',3,2,2205,223,0,0.0008208751678466797
1656,'RIVASTIGMINA',3,0,2205,225,0,0.0008220672607421875
1657,'RIZATRIPTAN',2,0,2206,225,0,0.0008261203765869141
1658,'ROSUVASTATINA',23,6,2185,219,0,0.0008308887481689453
1659,'ROTIGOTINA',1,1,2207,224,0,0.0008261203765869141
1660,'ROXITROMICINA',4,0,2204,225,0,0.0008270740509033203
1661,'RUPATADINA',5,0,2203,225,0,0.0008208751678466797
1662,'SABAL SERRULATA FRUTTO (SERENOA REPENS)',6,0,2202,225,0,0.0008270740509033203
1663,'SACCHAROMYCES BOULARDII',2,0,2206,225,0,0.0008089542388916016
1664,'SAFINAMIDE',2,0,2206,225,0,0.0008280277252197266
1665,'SALBUTAMOLO',39,1,2169,224,0,0.0008251667022705078
1666,'SALBUTAMOLO E BECLOMETASONE',2,0,2206,225,0,0.0008120536804199219
1667,'SALBUTAMOLO E IPRATROPIO BROMURO',2,1,2206,224,0,0.0008299350738525391
1668,'SALMETEROLO E FLUTICASONE',12,0,2196,225,0,0.0008268356323242188
1669,'SCIROPPI E GRANULATI',1,0,2207,225,0,0.0008308887481689453
1670,'SERTRALINA',14,2,2194,223,0,0.0008311271667480469
1671,'SILDENAFIL',3,0,2205,225,0,0.0008220672607421875
1672,'SILICONI',5,0,2203,225,0,0.0008189678192138672
1673,'SILODOSINA',5,1,2203,224,0,0.0008301734924316406
1674,'SIMVASTATINA',118,32,2090,193,0,0.0008320808410644531
1675,'SIMVASTATINA ED EZETIMIBE',4,2,2204,223,0,0.000827789306640625
1676,'SODIO PICOSOLFATO',1,0,2207,225,0,0.0008361339569091797
1677,'SODIO PICOSOLFATO ASSOCIAZIONI',1,0,2207,225,0,0.0008509159088134766
1678,'SOSTANZE DISINTOSSICANTI PER TRATTAMENTI CITOSTATICI',3,0,2205,225,0,0.0008649826049804688
1679,'SOTALOLO',7,1,2201,224,0,0.0008320808410644531
1680,'SPIRAMICINA',2,0,2206,225,0,0.0008318424224853516
1681,'SPIRONOLATTONE',1,1,2207,224,0,0.0008409023284912109
1682,'STIPSI E TRANSITO INTESTINALE',3,0,2205,225,0,0.0008289813995361328
1683,'SUCRALFATO',1,0,2207,225,0,0.0008270740509033203
1684,'SULFAMETOXAZOLO E TRIMETOPRIM',6,2,2202,223,0,0.0008258819580078125
1685,'SULODEXIDE',0,1,2208,224,0,0.0008342266082763672
1686,'TADALAFIL',3,1,2205,224,0,0.0008280277252197266
1687,'TAFLUPROST',7,2,2201,223,0,0.0008270740509033203
1688,'TAMOXIFENE',4,0,2204,225,0,0.0008399486541748047
1689,'TAMSULOSINA',48,9,2160,216,0,0.0008189678192138672
1690,'TAPENTADOLO',23,8,2185,217,0,0.0008440017700195312
1691,'TELMISARTAN',6,2,2202,223,0,0.0008249282836914062
1692,'TELMISARTAN E DIURETICI',2,0,2206,225,0,0.0008270740509033203
1693,'TERBINAFINA',1,1,2207,224,0,0.0008258819580078125
1694,'TESTOSTERONE',1,0,2207,225,0,0.0008220672607421875
1695,'TIAMAZOLO',7,2,2201,223,0,0.000843048095703125
1696,'TIAMFENICOLO',125,20,2083,205,0,0.0008218288421630859
1697,'TICAGRELOR',1,0,2207,225,0,0.0008330345153808594
1698,'TICLOPIDINA',6,1,2202,224,0,0.0008261203765869141
1699,'TIMOLOLO',24,11,2184,214,0,0.0008146762847900391
1700,'TIMOLOLO ASSOCIAZIONI',10,1,2198,224,0,0.0008242130279541016
1701,'TINIDAZOLO',1,0,2207,225,0,0.0008151531219482422
1702,'TIOCOLCHICOSIDE',18,5,2190,220,0,0.0008380413055419922
1703,'TIOCONAZOLO',1,0,2207,225,0,0.0008211135864257812
1704,'TIOTROPIO BROMURO',2,1,2206,224,0,0.0008351802825927734
1705,'TIZANIDINA',6,2,2202,223,0,0.0008325576782226562
1706,'TOBRAMICINA',2,0,2206,225,0,0.0008151531219482422
1707,'TOLTERODINA',3,1,2205,224,0,0.0008230209350585938
1708,'TONICI PSICO-FISICI E MEMORIA',4,0,2204,225,0,0.0008158683776855469
1709,'TOPIRAMATO',2,0,2206,225,0,0.0008230209350585938
1710,'TORASEMIDE',5,4,2203,221,0,0.0008330345153808594
1711,'TRAMADOLO',4,1,2204,224,0,0.0008132457733154297
1712,'TRAMADOLO E DEXKETOPROFENE',1,0,2207,225,0,0.0008418560028076172
1713,'TRAMADOLO E PARACETAMOLO',5,0,2203,225,0,0.0008151531219482422
1714,'TRAVOPROST',4,2,2204,223,0,0.0008258819580078125
1715,'TRAZODONE',15,3,2193,222,0,0.0008318424224853516
1716,'TRIAMCINOLONE',3,0,2205,225,0,0.0008420944213867188
1717,'TRIAMCINOLONE ED ANTIBIOTICI',8,0,2200,225,0,0.0008270740509033203
1718,'TRIAZOLAM',1,0,2207,225,0,0.0008180141448974609
1719,'TRIMEBUTINA',2,0,2206,225,0,0.0008268356323242188
1720,'TRIMIPRAMINA',3,0,2205,225,0,0.0008220672607421875
1721,'TRIPTORELINA',1,0,2207,225,0,0.0008292198181152344
1722,'UBIDECARENONE',0,1,2208,224,0,0.0008308887481689453
