ft name, total 0, total 1, 0 & diabetes, 0 & no diabetes, 1 & diabetes, 1 & no diabetes,diabetes + 1 / 1,no diabetes + 1 / 1,diabetes + 0/0,no diabetes + 0/0,
FRACTURE SECOND CERVICAL VERTEBRA,2432,1,225,2207,0,1,0%,100%,9%,91%,
FRACTURE SIXTH CERVICAL VERTEBRA spinous process,2432,1,225,2207,0,1,0%,100%,9%,91%,
SACRUM AND COCCYX FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
MULTIPLE RIB FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
FRACTURE STERNUM,2432,1,225,2207,0,1,0%,100%,9%,91%,
ACETABULUS FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
ISCHIO FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
RIGHT CLAVICLE FRACTURE,2429,4,225,2204,0,4,0%,100%,9%,91%,
FRACTURE OF THE LEFT SCAPULA,2432,1,225,2207,0,1,0%,100%,9%,91%,
CLOSED DIAPHYSIS HUMERUS FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
LEFT ELBOW FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
RADIO ULNA FRACTURE CLOSED DISTAL EPIPHISIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
COLLES FRACTURE left wrist,2431,2,225,2206,0,2,0%,100%,9%,91%,
RADIO FRACTURE DISTAL EPIPHISIS,2431,2,225,2206,0,2,0%,100%,9%,91%,
RIGHT MAXILLARY FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
FRACTURE OF THE LEFT FOREARM,2431,2,225,2206,0,2,0%,100%,9%,91%,
FRACTURE OF THE RIGHT ULNA,2432,1,225,2207,0,1,0%,100%,9%,91%,
NAVICULAR SCAPHID WRIST FRACTURE,2430,3,225,2205,0,3,0%,100%,9%,91%,
METACARPUS FRACTURE,2429,4,225,2204,0,4,0%,100%,9%,91%,
FRACTURED FINGERS OF THE HAND,2424,9,225,2199,0,9,0%,100%,9%,91%,
FRACTURE OF ONE OR MORE DISTAL PHLANGES of the right hand,2432,1,225,2207,0,1,0%,100%,9%,91%,
FRACTURE OF THE BASE OF THE RIGHT FEMUR NECK,2430,3,225,2205,0,3,0%,100%,9%,91%,
FEMUR HEAD FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
CLOSED FEMUR NECK FRACTURE,2427,6,225,2202,0,6,0%,100%,9%,91%,
FEMUR DIAPHYSIS FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
TIBIA CONDYLE FRACTURE,2429,4,225,2204,0,4,0%,100%,9%,91%,
TIBIA FRACTURE PROXIMAL EPIPHISIS external tibial plateau on the left,2431,2,225,2206,0,2,0%,100%,9%,91%,
FRACTURE TIBIA FIBULAR CLOSED DIAPHYSIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
TIBIA AND FIBULAR DIAPHYSIS FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
TIBIA FRACTURE,2430,3,225,2205,0,3,0%,100%,9%,91%,
FRACTURE INTERNAL MALLEOLUS LEFT,2432,1,225,2207,0,1,0%,100%,9%,91%,
HEEL FRACTURE,2431,2,225,2206,0,2,0%,100%,9%,91%,
EXPOSED HEEL FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
FRACTURE OF FOOT BONE EXCEPT TOES,2432,1,225,2207,0,1,0%,100%,9%,91%,
NAVICULAR SCAPHOID FRACTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
FRACTURE OF METATARSAL BONES,2430,3,225,2205,0,3,0%,100%,9%,91%,
FRACTURE OF TOES,2432,1,225,2207,0,1,0%,100%,9%,91%,
Recurrent LEFT SHOULDER DISLOCATION,2431,2,225,2206,0,2,0%,100%,9%,91%,
SHOULDER DISTRACTION,2432,1,225,2207,0,1,0%,100%,9%,91%,
WRIST SPRAIN,2432,1,225,2207,0,1,0%,100%,9%,91%,
KNEE LEG SPRAIN,2428,5,225,2203,0,5,0%,100%,9%,91%,
RIGHT ANKLE SPRAIN,2428,5,225,2203,0,5,0%,100%,9%,91%,
Ankle sprain and distraction,2432,1,225,2207,0,1,0%,100%,9%,91%,
FOOT SPRAIN,2432,1,225,2207,0,1,0%,100%,9%,91%,
NECK DISTRACTION,2430,3,225,2205,0,3,0%,100%,9%,91%,
DISTORTION I finger of the left hand,2432,1,225,2207,0,1,0%,100%,9%,91%,
TRAUMATIC HEMOTHORAX,2432,1,225,2207,0,1,0%,100%,9%,91%,
SPLEEN INJURY splenectomy,2432,1,225,2207,0,1,0%,100%,9%,91%,
INJURY SPLEEN HEMATOMA WITHOUT CAPSULE RUPTURE,2432,1,225,2207,0,1,0%,100%,9%,91%,
"Spleen trauma, laceration extending to the parenchyma",2432,1,225,2207,0,1,0%,100%,9%,91%,
HAND WOUND from left hand penetrating tip,2432,1,225,2207,0,1,0%,100%,9%,91%,
HAND WOUND WITH TENDON INVOLVEMENT,2432,1,225,2207,0,1,0%,100%,9%,91%,
WOUND FINGERS HAND,2429,4,225,2204,0,4,0%,100%,9%,91%,
WOUND FINGERS HAND WITH COMPLICATIONS,2432,1,225,2207,0,1,0%,100%,9%,91%,
FINGER HAND WOUND WITH TENDON INVOLVEMENT,2432,1,225,2207,0,1,0%,100%,9%,91%,
TRAUMATIC AMPUTATION OF OTHER FINGERS OF THE HAND WITH COMPLICATIONS,2432,1,225,2207,0,1,0%,100%,9%,91%,
LEG WOUND,2431,2,225,2206,0,2,0%,100%,9%,91%,
TRAUMATIC AMPUTATION OF THE LEG AT THE KNEE OR ABOVE THE LEFT,2432,1,225,2207,0,1,0%,100%,9%,91%,
AFTERMATH OF SPINAL COLUMN AND TRUNK FRACTURES WITHOUT SPINAL CORD INJURIES,2432,1,225,2207,0,1,0%,100%,9%,91%,
SUPERFICIAL INJURY OF THE SHOULDER AND ARM,2432,1,225,2207,0,1,0%,100%,9%,91%,
OTHER SUPERFICIAL INJURY ELBOW FOREARM AND WRIST,2432,1,225,2207,0,1,0%,100%,9%,91%,
SUPERFICIAL TRAUMATIC OF FINGERS OF HAND,2432,1,225,2207,0,1,0%,100%,9%,91%,
INSECT BINGS,2431,2,225,2206,0,2,0%,100%,9%,91%,
EYE INJURY,2432,1,225,2207,0,1,0%,100%,9%,91%,
BRUSHED TRAUMA coccyx,2432,1,225,2207,0,1,0%,100%,9%,91%,
CRUSHING OF FINGERS AND HAND,2431,2,225,2206,0,2,0%,100%,9%,91%,
WRIST AND HAND BURNS,2432,1,225,2207,0,1,0%,100%,9%,91%,
BURN HAND,2432,1,225,2207,0,1,0%,100%,9%,91%,
BURN 3?ÔøΩÔøΩÔøΩ DEEP DEGREE WITH LOSS OF PART,2432,1,225,2207,0,1,0%,100%,9%,91%,
LUMBAR INJURY,2432,1,225,2207,0,1,0%,100%,9%,91%,
MULTIPLE SITE TRAUMA,2432,1,225,2207,0,1,0%,100%,9%,91%,
TRAUMA OF THE RIGHT ANKLE,2432,1,225,2207,0,1,0%,100%,9%,91%,
FALL TRAUMA,2430,3,225,2205,0,3,0%,100%,9%,91%,
Toxic effects of ethyl alcohol,2432,1,225,2207,0,1,0%,100%,9%,91%,
GELONI,2431,2,225,2206,0,2,0%,100%,9%,91%,
HIV POSITIVE,2429,4,225,2204,0,4,0%,100%,9%,91%,
ALLERGY ANALGESICS angioedema of the lip after OKI gtt,2432,1,225,2207,0,1,0%,100%,9%,91%,
SERUM OR VACCINE ALLERGY suspected,2432,1,225,2207,0,1,0%,100%,9%,91%,
ALLERGY TO MEDICINAL SUBSTANCE,2432,1,225,2207,0,1,0%,100%,9%,91%,
SUSPEC: NORMAL FIRST PARENT PREGNANCY,2431,2,225,2206,0,2,0%,100%,9%,91%,
PREGNANCY AT RISK,2431,2,225,2206,0,2,0%,100%,9%,91%,
ESTROPROGESTIN THERAPY,2432,1,225,2207,0,1,0%,100%,9%,91%,
PRECONCEPTIONAL TESTS,2431,2,225,2206,0,2,0%,100%,9%,91%,
KIDNEY TRANSPLANT,2432,1,225,2207,0,1,0%,100%,9%,91%,
HOMOLOGOUS MITRAL PROSTHESIS,2429,4,225,2204,0,4,0%,100%,9%,91%,
MECHANICAL HEART VALVE PROSTHESIS,2431,2,225,2206,0,2,0%,100%,9%,91%,
REVERSE LEFT SHOULDER PROSTHESIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
PRESENCE GASTROSTOMY,2430,3,225,2205,0,3,0%,100%,9%,91%,
PRESENCE COLOSTOMY,2432,1,225,2207,0,1,0%,100%,9%,91%,
Transient URETEROSTOMY with stent for ureter kinking,2432,1,225,2207,0,1,0%,100%,9%,91%,
AORTOCORONARY BYPASS,2431,2,225,2206,0,2,0%,100%,9%,91%,
CORONARY ANGIOPLASTY,2431,2,225,2206,0,2,0%,100%,9%,91%,
PROPHYLACTIC ORGAN REMOVAL NEPHRECTOMY RIGHT,2432,1,225,2207,0,1,0%,100%,9%,91%,
PLACEMENT AND SETTING OF URINARY CATHERS,2432,1,225,2207,0,1,0%,100%,9%,91%,
KIDNEY DIALYSIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
PERSON WHO LIVES IN INSTITUTIONS,2432,1,225,2207,0,1,0%,100%,9%,91%,
ORTHODONTIC TREATMENTS,2432,1,225,2207,0,1,0%,100%,9%,91%,
ECU GUIDED THYROID NEEDLE BIOPSY,2429,4,225,2204,0,4,0%,100%,9%,91%,
CONJUNCTIVAL LESION REMOVAL,2432,1,225,2207,0,1,0%,100%,9%,91%,
BAG WITH PLATE FOR COLO-ILEOSTOMY,2430,3,225,2205,0,3,0%,100%,9%,91%,
PERMANENT BLADDER CATHETER (FOLEY),2422,11,225,2197,0,11,0%,100%,9%,91%,
CATARACT SURGERY with lens implant,2423,10,225,2198,0,10,0%,100%,9%,91%,
RIGID FRAME WHEELCHAIR MANEUVERABLE BY THE COMPANION,2432,1,225,2207,0,1,0%,100%,9%,91%,
NEEDLE BIOPSY OF GLAND OR SALIVARY DUCT,2432,1,225,2207,0,1,0%,100%,9%,91%,
REMOVAL OF MOUTH LESION,2432,1,225,2207,0,1,0%,100%,9%,91%,
FIBER OPTIC RHINOSCOPY,2431,2,225,2206,0,2,0%,100%,9%,91%,
BREATH TEST FOR HELYCOBACTER PYLORI,2430,3,225,2205,0,3,0%,100%,9%,91%,
COLONOSCOPY + sedated BIOPSY. self conscious,2432,1,225,2207,0,1,0%,100%,9%,91%,
BREATH TEST FOR COLONIZATIONS BACTERIAL AN.,2432,1,225,2207,0,1,0%,100%,9%,91%,
LACTOSE BREATH TEST,2432,1,225,2207,0,1,0%,100%,9%,91%,
RECTOSCOPY <PROCTOSIGMOIDOSCOPY>,2432,1,225,2207,0,1,0%,100%,9%,91%,
CYSTOSCOPY,2428,5,225,2203,0,5,0%,100%,9%,91%,
ECU GUIDED NEEDLE BIOPSY OF THE PROSTATE,2432,1,225,2207,0,1,0%,100%,9%,91%,
REMOVAL OF UTERUS LESION,2432,1,225,2207,0,1,0%,100%,9%,91%,
IUD INSERTION <SPIRAL>,2432,1,225,2207,0,1,0%,100%,9%,91%,
COLPOSCOPY,2429,4,225,2204,0,4,0%,100%,9%,91%,
CARDIOTOCOGRAPHY,2428,5,225,2203,0,5,0%,100%,9%,91%,
ECU GUIDED BREAST NEEDLE BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
LOCAL BREAST LESION REMOVAL,2432,1,225,2207,0,1,0%,100%,9%,91%,
CAUTERIZATION <DIATHERMOCOACULATION>,2432,1,225,2207,0,1,0%,100%,9%,91%,
SKULL CT WITHOUT+CONTRAST <BENCE>,2430,3,225,2205,0,3,0%,100%,9%,91%,
MASSIVE FACIAL CT,2432,1,225,2207,0,1,0%,100%,9%,91%,
NECK CT WITHOUT+CONTRAST,2432,1,225,2207,0,1,0%,100%,9%,91%,
TELESPINOGRAM,2432,1,225,2207,0,1,0%,100%,9%,91%,
SN HEMITORACE RX FOR RIBS,2420,13,225,2195,0,13,0%,100%,9%,91%,
RENAL TOMOGRAPHY <STRATS>,2431,2,225,2206,0,2,0%,100%,9%,91%,
HYSTEROSALPINGOGRAPHY,2432,1,225,2207,0,1,0%,100%,9%,91%,
LEFT WRIST,2413,20,225,2188,0,20,0%,100%,9%,91%,
CT SHOULDER AND RIGHT ARM,2431,2,225,2206,0,2,0%,100%,9%,91%,
PELVIS CT ​​scan,2432,1,225,2207,0,1,0%,100%,9%,91%,
ECHODOPLER CARDIAC TRANSES.<ECOCOLOR>,2432,1,225,2207,0,1,0%,100%,9%,91%,
ECHO LEFT BREAST,2430,3,225,2205,0,3,0%,100%,9%,91%,
ECODOPPLER SPERM VESSELS (ECOCOLOR),2429,4,225,2204,0,4,0%,100%,9%,91%,
ECHO LARGE ABDOMINAL VESSELS,2432,1,225,2207,0,1,0%,100%,9%,91%,
GYNECOLOGICAL ECHO,2432,1,225,2207,0,1,0%,100%,9%,91%,
RIGHT SHOULDER ECO,2425,8,225,2200,0,8,0%,100%,9%,91%,
ECO PENIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
MRI of the brain and brainstem,2429,4,225,2204,0,4,0%,100%,9%,91%,
MRI HEART +CONTRAST,2432,1,225,2207,0,1,0%,100%,9%,91%,
RM HEART <CINE RM>,2431,2,225,2206,0,2,0%,100%,9%,91%,
MRI RIGHT BREAST +CONTRAST,2432,1,225,2207,0,1,0%,100%,9%,91%,
MRI breasts,2432,1,225,2207,0,1,0%,100%,9%,91%,
MRI BREASTS WITHOUT+CONTRAST,2432,1,225,2207,0,1,0%,100%,9%,91%,
MRI CERVICAL SPINE+CONTRAST,2432,1,225,2207,0,1,0%,100%,9%,91%,
TONOMETRY,2430,3,225,2205,0,3,0%,100%,9%,91%,
THALLIUM CARDIAC SCINS <EFFORT TEST>,2432,1,225,2207,0,1,0%,100%,9%,91%,
CARDIORESPIRATORY EFFORT TEST,2432,1,225,2207,0,1,0%,100%,9%,91%,
PRESSURE HOLTER,2430,3,225,2205,0,3,0%,100%,9%,91%,
BLOOD ANALYSIS,2427,6,225,2202,0,6,0%,100%,9%,91%,
MUD + THERAPEUTIC BATH,2430,3,225,2205,0,3,0%,100%,9%,91%,
BATH FOR ARTHRHEUMATIC DISEASES,2432,1,225,2207,0,1,0%,100%,9%,91%,
BATH FOR DERMATOLOGICAL DISEASES,2432,1,225,2207,0,1,0%,100%,9%,91%,
DROPINIC TREATMENT SESSION FOR URINARY STONES,2432,1,225,2207,0,1,0%,100%,9%,91%,
DROPINIC TREATMENT SESSION FOR SICKNESS. APP. GASTROENTERIC,2432,1,225,2207,0,1,0%,100%,9%,91%,
17 KETOSTEROIDS urine,2432,1,225,2207,0,1,0%,100%,9%,91%,
BILE ACIDS,2432,1,225,2207,0,1,0%,100%,9%,91%,
VALPROIC ACID,2428,5,225,2203,0,5,0%,100%,9%,91%,
ALDOSTERONE <S>,2427,6,225,2202,0,6,0%,100%,9%,91%,
AMMONIEMIA,2432,1,225,2207,0,1,0%,100%,9%,91%,
HAPTOGLOBIN,2431,2,225,2206,0,2,0%,100%,9%,91%,
BENZODIAZEPINES,2432,1,225,2207,0,1,0%,100%,9%,91%,
BICARBONATES <HYDROGENCARBONATE>,2431,2,225,2206,0,2,0%,100%,9%,91%,
CARBAMAZEPINE,2431,2,225,2206,0,2,0%,100%,9%,91%,
TOTAL URINARY CATECHOLAMINES,2430,3,225,2205,0,3,0%,100%,9%,91%,
CHOLINESTERASE <PSEUDO THAT>,2425,8,225,2200,0,8,0%,100%,9%,91%,
ACTH <CORTICOTROPIN>,2428,5,225,2203,0,5,0%,100%,9%,91%,
CORTISOL,2425,8,225,2200,0,8,0%,100%,9%,91%,
CPK MB <CREATIN KINASE ISOENZYME MB><CK>,2432,1,225,2207,0,1,0%,100%,9%,91%,
DEAS <DEHYDROEPIANDROSTERONE SULFATE>,2430,3,225,2205,0,3,0%,100%,9%,91%,
DELTA 4 ANDROSTENEDIONE,2431,2,225,2206,0,2,0%,100%,9%,91%,
DESIALO TRANSFERRIN,2431,2,225,2206,0,2,0%,100%,9%,91%,
NOREPINEPHRINE urine,2432,1,225,2207,0,1,0%,100%,9%,91%,
AMPHETAMINE,2430,3,225,2205,0,3,0%,100%,9%,91%,
NSE <NEURONE SPECIFIC ENOLASE>,2432,1,225,2207,0,1,0%,100%,9%,91%,
ERYTHROPOIETIN,2430,3,225,2205,0,3,0%,100%,9%,91%,
CHROMOGRANIN,2432,1,225,2207,0,1,0%,100%,9%,91%,
E2 <ESTRADIOL>,2422,11,225,2197,0,11,0%,100%,9%,91%,
STOOL CHEMICAL AND MICROSCOPIC EXAMINATION,2432,1,225,2207,0,1,0%,100%,9%,91%,
PHENOBARBITAL,2432,1,225,2207,0,1,0%,100%,9%,91%,
FSH <FOLLITROPIN>,2416,17,225,2191,0,17,0%,100%,9%,91%,
PREGNANCY TEST,2431,2,225,2206,0,2,0%,100%,9%,91%,
SPERMIOGRAM <FERTILITY INDEX>,2425,8,225,2200,0,8,0%,100%,9%,91%,
LH <LUTEOTROPIN> <S>,2419,14,225,2194,0,14,0%,100%,9%,91%,
HOMOCYSTEINE,2430,3,225,2205,0,3,0%,100%,9%,91%,
GH <SOMATOTROPIC HORMONE>,2431,2,225,2206,0,2,0%,100%,9%,91%,
OXALATE urine,2432,1,225,2207,0,1,0%,100%,9%,91%,
PROGESTERONE,2425,8,225,2200,0,8,0%,100%,9%,91%,
PRL <PROLACTIN>,2416,17,225,2191,0,17,0%,100%,9%,91%,
URINARY PROTEIN ELECTROPHORESIS,2432,1,225,2207,0,1,0%,100%,9%,91%,
RENINA,2429,4,225,2204,0,4,0%,100%,9%,91%,
SOMATOMEDINA C,2432,1,225,2207,0,1,0%,100%,9%,91%,
TESTOSTERONE <P>,2426,7,225,2201,0,7,0%,100%,9%,91%,
FREE TESTOSTERONE,2429,4,225,2204,0,4,0%,100%,9%,91%,
ZINC,2430,3,225,2205,0,3,0%,100%,9%,91%,
LAC <LUPUS-LIKE ANTICOAGULANT>,2432,1,225,2207,0,1,0%,100%,9%,91%,
ANTI CARDIOLIPIN Ab (IgG IgA),2430,3,225,2205,0,3,0%,100%,9%,91%,
GLUTAMAMIA ANTICARBOXYLASE ANTIBODIES,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI GASTR PARIETAL CELLS. <PCA>,2430,3,225,2205,0,3,0%,100%,9%,91%,
ANTI NEUTROPHILE CYTOPLASM Ab <ANCA>,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI NATIVE DNA,2426,7,225,2201,0,7,0%,100%,9%,91%,
Ab ANTI PANCREATIC ISSULA <ICA>,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI LIVER AND KIDNEY MICROSOMES <LKMA>,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI MITOCHONDRIA <AMA>,2431,2,225,2206,0,2,0%,100%,9%,91%,
Ab ANTI SMOOTH MUSCLE <ASTHMA>,2431,2,225,2206,0,2,0%,100%,9%,91%,
AB ANTI TSH RECEPTORS<TRAB>,2429,4,225,2204,0,4,0%,100%,9%,91%,
HLA B27 <Ag>,2432,1,225,2207,0,1,0%,100%,9%,91%,
ANTITHROMBIN III,2425,8,225,2200,0,8,0%,100%,9%,91%,
DIRECT COOMBS TEST,2430,3,225,2205,0,3,0%,100%,9%,91%,
COMPLEMENT: C3,2426,7,225,2201,0,7,0%,100%,9%,91%,
CRYOGLOBULIN RESEARCH,2432,1,225,2207,0,1,0%,100%,9%,91%,
D DIMER (EIA),2425,8,225,2200,0,8,0%,100%,9%,91%,
BONE Marrow EXAMINATION,2432,1,225,2207,0,1,0%,100%,9%,91%,
CLOTTING FACTOR II,2432,1,225,2207,0,1,0%,100%,9%,91%,
FIBRINOGEN,2416,17,225,2191,0,17,0%,100%,9%,91%,
HEMOGLOBIN ELECTROPHORESIS,2431,2,225,2206,0,2,0%,100%,9%,91%,
SPECIFIC IgE: QUANTITATIVE RAST 12 per.,2431,2,225,2206,0,2,0%,100%,9%,91%,
IGE TOTALI-PRIST,2430,3,225,2205,0,3,0%,100%,9%,91%,
PROTEIN C ANTICOAGULANT ANTIGEN,2432,1,225,2207,0,1,0%,100%,9%,91%,
FREE PROTEIN S,2432,1,225,2207,0,1,0%,100%,9%,91%,
TOTAL PROTEIN S,2432,1,225,2207,0,1,0%,100%,9%,91%,
WR <WAALER ROSE REACTION>,2432,1,225,2207,0,1,0%,100%,9%,91%,
TINE TEST <TEST TINE>,2432,1,225,2207,0,1,0%,100%,9%,91%,
HLA-B GENOMIC TYPING,2432,1,225,2207,0,1,0%,100%,9%,91%,
TYPING SUBPOPULATIONS C. BLOOD,2430,3,225,2205,0,3,0%,100%,9%,91%,
HELICOBACTER PYLORI STOOLS <HpSA>,2431,2,225,2206,0,2,0%,100%,9%,91%,
Ab ANTI BORRELIA,2432,1,225,2207,0,1,0%,100%,9%,91%,
CLOSTRIDIUM DIFFICLE RESEARCH D. e.i.a.,2432,1,225,2207,0,1,0%,100%,9%,91%,
OXYURI RESEARCH PERIANAL MATERIAL,2431,2,225,2206,0,2,0%,100%,9%,91%,
COPROCULTURE <STOOL CULTURE>,2428,5,225,2203,0,5,0%,100%,9%,91%,
Ab ANTI LISTERIA,2432,1,225,2207,0,1,0%,100%,9%,91%,
FECI culture for fungi,2429,4,225,2204,0,4,0%,100%,9%,91%,
STOOL PARASITES,2425,8,225,2200,0,8,0%,100%,9%,91%,
TETANUS IgG,2431,2,225,2206,0,2,0%,100%,9%,91%,
WEIL-FELIX Ab ANTI RICKETTSIE,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab SALMONELLE AND BRUCELLE <WIDAL-WRIGHT>,2432,1,225,2207,0,1,0%,100%,9%,91%,
TASO <Ab ANTI ANTISTREPTOLYSIN-O>,2423,10,225,2198,0,10,0%,100%,9%,91%,
STREPTOZYME TEST,2432,1,225,2207,0,1,0%,100%,9%,91%,
TREPONEMA PALLIDUM TPHA qualitative,2430,3,225,2205,0,3,0%,100%,9%,91%,
TREPONEMA PALLIDUM VDRL,2427,6,225,2202,0,6,0%,100%,9%,91%,
ROTAVIRUS RESEARCH,2432,1,225,2207,0,1,0%,100%,9%,91%,
EPSTEIN BAR VCA IgM,2431,2,225,2206,0,2,0%,100%,9%,91%,
HEPATITIS A Ab [HAV],2428,5,225,2203,0,5,0%,100%,9%,91%,
HEPATITIS A IgM [HAV],2432,1,225,2207,0,1,0%,100%,9%,91%,
HEPATITIS B DNA (P.C.R.) [HBV],2432,1,225,2207,0,1,0%,100%,9%,91%,
HEPATITIS B HBcAg IgM [HBV],2432,1,225,2207,0,1,0%,100%,9%,91%,
HEPATITIS B HBeAg Ab [HBV],2431,2,225,2206,0,2,0%,100%,9%,91%,
HEPATITIS C RNA QUALITATIVE ANALYSIS [HCV],2432,1,225,2207,0,1,0%,100%,9%,91%,
EPSTEIN BARR VIRUS [EBV] ANTIBODY (EA or EBNA or VCA) (E.I.A.),2431,2,225,2206,0,2,0%,100%,9%,91%,
EPSTEIN BARR Ab <EBV> <EBNA>,2432,1,225,2207,0,1,0%,100%,9%,91%,
HIV RNA (P.C.R.),2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI MEASLES,2431,2,225,2206,0,2,0%,100%,9%,91%,
Mumps IgG,2432,1,225,2207,0,1,0%,100%,9%,91%,
MUMPS Ab <ANTIBODIES> f.c.,2432,1,225,2207,0,1,0%,100%,9%,91%,
Ab ANTI PARVOVIRUS,2432,1,225,2207,0,1,0%,100%,9%,91%,
VARICELLA ZOSTER IgG,2431,2,225,2206,0,2,0%,100%,9%,91%,
VARICELLA ZOSTER Ab <ANTIBODIES> f.c.,2430,3,225,2205,0,3,0%,100%,9%,91%,
CYTOLOGICAL BY NEEDLE ASPIRATION,2425,8,225,2200,0,8,0%,100%,9%,91%,
HISTOPATHOLOGY ORAL CAVITY BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY SOFT TISSUES incisional,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY Single DIGESTIVE BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY Multiple DIGESTIVE BIOPSY,2430,3,225,2205,0,3,0%,100%,9%,91%,
HISTOPATHOLOGY PLEURAL BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY CERVICAL BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY ENDOCERVICAL POLYPECTOMY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY BREAST BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
HISTOPATHOLOGY LYMPH NODE BIOPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
PRICK TEST <ALLERGOLOGICAL TEST>,2429,4,225,2204,0,4,0%,100%,9%,91%,
THYROID SPARKS,2430,3,225,2205,0,3,0%,100%,9%,91%,
CARDIAC TOMOSCENTS <PET> rest + stimulation,2432,1,225,2207,0,1,0%,100%,9%,91%,
CARDIAC TOMOSCINTIS <SPET> after stimulus,2429,4,225,2204,0,4,0%,100%,9%,91%,
TOTAL BODY BONE SHINS,2430,3,225,2205,0,3,0%,100%,9%,91%,
Individual MOTOR REEDUCATION,2431,2,225,2206,0,2,0%,100%,9%,91%,
Individual proprioceptive postural exercises.,2431,2,225,2206,0,2,0%,100%,9%,91%,
PROPRIOCEPTIVE POSTURAL EXERCISES.,2432,1,225,2207,0,1,0%,100%,9%,91%,
MASSAGES,2432,1,225,2207,0,1,0%,100%,9%,91%,
MUSCLE ELECTROSTIMULATIONS,2430,3,225,2205,0,3,0%,100%,9%,91%,
ULTRASOUND THERAPY in water,2431,2,225,2206,0,2,0%,100%,9%,91%,
ELASTIC ADHESIVE BANDAGE,2432,1,225,2207,0,1,0%,100%,9%,91%,
Individual SPEECH RE-EDUCATION,2431,2,225,2206,0,2,0%,100%,9%,91%,
PSYCHOLOGICAL INTERVIEW <V.PSICOLOGICA>,2432,1,225,2207,0,1,0%,100%,9%,91%,
V. PSYCHIATRIC CONTROL,2427,6,225,2202,0,6,0%,100%,9%,91%,
V. PSYCHIATRIC <PSYCHIATRIC INTERVIEW>,2422,11,225,2197,0,11,0%,100%,9%,91%,
ERG <ELECTRORETINOGRAPHY><FLASHPATTERN>,2432,1,225,2207,0,1,0%,100%,9%,91%,
EOG <ELECTROOCULOGRAPHY>,2432,1,225,2207,0,1,0%,100%,9%,91%,
VEP <VISUAL EVOKED POTENTIALS>,2432,1,225,2207,0,1,0%,100%,9%,91%,
AUTOMATIC AUDIOMETRY,2429,4,225,2204,0,4,0%,100%,9%,91%,
IMPEDENZOMETRY,2432,1,225,2207,0,1,0%,100%,9%,91%,
VESTIBULAR TEST caloric tests,2431,2,225,2206,0,2,0%,100%,9%,91%,
VESTIBULAR TEST positional tests,2432,1,225,2207,0,1,0%,100%,9%,91%,
VESTIBULAR TEST rotational tests,2432,1,225,2207,0,1,0%,100%,9%,91%,
EXTRACORPOREAL LITHOTRIPSY,2432,1,225,2207,0,1,0%,100%,9%,91%,
INFUSION OF OTHER PHARMACEUTICAL SUBSTANCES,2429,4,225,2204,0,4,0%,100%,9%,91%,
AMBULANCE TRANSPORT,2432,1,225,2207,0,1,0%,100%,9%,91%,
URINE COLLECTION BAGS,2422,11,225,2197,0,11,0%,100%,9%,91%,
ACE CONVERTING ENZYME,2432,1,225,2207,0,1,0%,100%,9%,91%,
mmse mini mental state examination,2432,1,225,2207,0,1,0%,100%,9%,91%,
'ACENOCUMAROLO',2431,2,225,2206,0,2,0%,100%,9%,91%,
